title,genres,release_date,runtime,budget,revenue,director,popularity,vote_average,vote_count,overview
Moana 2,"['Animation', 'Adventure', 'Family', 'Comedy']",2024-11-27,100,0,0,David G. Derrick Jr.,307.008,0.0,0,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced."
Maleficent,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",2014-05-28,97,180000000,758539785,Sarah Bradshaw,305.36,7.1,13030,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. She rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well."
Longlegs,"['Horror', 'Thriller']",2024-05-31,101,10000000,102469694,Osgood Perkins,305.258,6.663,1240,"FBI Agent Lee Harker is assigned to an unsolved serial killer case that takes an unexpected turn, revealing evidence of the occult. Harker discovers a personal connection to the killer and must stop him before he strikes again."
The Devil's Bath,"['Horror', 'Mystery', 'History']",2024-03-08,121,0,0,Severin Fiala,304.568,6.9,51,"In 1750 Austria, a deeply religious woman named Agnes has just married her beloved, but her mind and heart soon grow heavy as her life becomes a long list of chores and expectations. Day after day, she is increasingly trapped in a murky and lonely path leading to evil thoughts, until the possibility of committing a shocking act of violence seems like the only way out of her inner prison."
Subservience,"['Science Fiction', 'Thriller', 'Horror']",2024-08-15,105,4400000,159422,Will Honley,304.191,6.713,225,"With his wife out sick, a struggling father brings home a lifelike AI, only to have his self-aware new help want everything her new family has to offer... Like the affection of her owner and she'll kill to get it."
Godzilla x Kong: The New Empire,"['Action', 'Adventure', 'Science Fiction']",2024-03-27,115,150000000,567156493,Adam Wingard,303.86,7.157,3754,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own."
Japanese Mom,"['Romance', 'Drama']",2017-02-09,91,0,0,Kim Moo-won,302.275,6.1,26,"""Innocent face, D-cup breasts and perfect intercourse skills! Son, this is not your girlfriend anymore but your mother!""  Ki-ho brings Yuki from Japan to marry her. However, he starts cheating on her with his ex-girlfriend in Korea.  Min-cheol comforted Yuki and thought of her as his daughter-in-law, but one day he realizes he is looking at her as a woman.  In the end, Yuki and Min-cheol have intercourse without Ki-ho knowing..."
Latency,"['Science Fiction', 'Thriller', 'Horror']",2024-06-14,94,0,0,James Croke,300.577,5.5,30,"When professional gamer Hana, who suffers from acute agoraphobia, receives new equipment that enhances her game, she begins to wonder if it is reading her mind – or controlling it."
Kill 'em All 2,"['Action', 'Crime', 'Thriller']",2024-09-24,85,0,0,Jim Agnew,299.602,6.788,113,"Phillip and Suzanne are retired from the spy game, living peacefully off the grid. That's until their whereabouts are discovered by Vlad, the vengeful brother of their target from the first film."
Intercambiadas,['Comedy'],2024-09-27,97,0,0,Fernando Urdapilleta,299.541,8.1,11,"One enchanted night, during a meteor shower, young Sebastián made a heartfelt wish: for his loving nanny, Lupe, to become his mother, for her warmth and care were what he longed for, unlike his busy mother, Paola. The stars listened, and in their mysterious way, granted his wish, exchanging the roles of the two women, leading to a whimsical adventure full of unexpected laughs and heartwarming chaos."
Kinds of Kindness,"['Drama', 'Comedy']",2024-05-30,164,15000000,16150715,Yorgos Lanthimos,298.371,6.6,731,"A triptych fable following a man without choice who tries to take control of his own life; a policeman who is alarmed that his wife who was missing-at-sea has returned and seems a different person; and a woman determined to find a specific someone with a special ability, who is destined to become a prodigious spiritual leader."
Hijack '93,"['Thriller', 'Drama']",2024-10-24,86,0,0,Robert Peters,294.525,5.4,17,"In an effort to dismantle their military-backed government, four men hijack an airplane, leveraging passengers onboard in the name of social change."
The Lord of the Rings: The Fellowship of the Ring,"['Adventure', 'Fantasy', 'Action']",2001-12-18,179,93000000,871368364,Howard Shore,290.048,8.417,25077,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed."
Alice in Terrorland,"['Horror', 'Thriller']",2023-12-26,77,0,0,Charlotte Smeulders,287.459,6.015,162,"A recently bereaved teenage girl goes to live with her aunt in a secluded woodland house, unaware that sinister forces lurk within."
Dragonkeeper,"['Action', 'Adventure', 'Animation', 'Family', 'Fantasy']",2024-04-11,99,25600000,5427272,Jian-Ping Li,287.319,7.346,120,"Set in Han Imperial China, the plot follows the adventures of enslaved girl Ping with ancient dragon Long Danzi. Dragons had been banished from the kingdom. Ping, an orphan, finds one of the last remaining dragon eggs. Palace guards force Ping to run away in order to return the dragon egg to the ocean and save all dragons from extinction. Ping discovers that she is a true Dragonkeeper."
MaXXXine,"['Horror', 'Mystery', 'Thriller']",2024-07-04,104,1000000,20267069,Ted Barba,286.292,6.43,734,"In 1980s Hollywood, adult film star and aspiring actress Maxine Minx finally gets her big break. But as a mysterious killer stalks the starlets of Hollywood, a trail of blood threatens to reveal her sinister past."
Furiosa: A Mad Max Saga,"['Action', 'Science Fiction', 'Adventure']",2024-05-22,149,170000000,172775791,Diego O. Gonzalez,284.513,7.541,3349,"As the world fell, young Furiosa is snatched from the Green Place of Many Mothers and falls into the hands of a great Biker Horde led by the Warlord Dementus. Sweeping through the Wasteland they come across the Citadel presided over by The Immortan Joe. While the two Tyrants war for dominance, Furiosa must survive many trials as she puts together the means to find her way home."
We Live in Time,"['Romance', 'Drama', 'Comedy']",2024-10-10,108,20000000,4779174,John Crowley,283.989,8.1,31,"An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance."
Kill,"['Action', 'Crime', 'Thriller', 'Drama']",2024-07-03,105,3000000,5400000,Oh Se-yeong,282.491,7.2,224,"When an army commando finds out his true love is engaged against her will, he boards a New Dehli-bound train in a daring quest to derail the arranged marriage. But when a gang of knife-wielding thieves begin to terrorize innocent passengers on his train, the commando takes them on himself in a death-defying kill-spree to save those around him — turning what should have been a typical commute into an adrenaline-fueled thrill ride."
Civil War,"['War', 'Action', 'Drama']",2024-04-10,109,50000000,0,Rob Hardy,280.436,6.9,2663,"In the near future, a group of war journalists attempt to survive while reporting the truth as the United States stands on the brink of civil war."
Bangkok Breaking: Heaven and Hell,"['Action', 'Crime', 'Drama', 'Thriller']",2024-09-26,147,0,0,Kongkiat Khomsiri,276.744,6.646,41,"When a dedicated rescue worker inadvertently gets caught up in the kidnapping plot of a mogul's tween daughter, he must save her from the clutches of rival gangs hunting them down with unpredictable dangers around every corner."
Wolfs,"['Comedy', 'Action', 'Crime']",2024-09-20,108,80000000,0,Jon Watts,275.889,6.589,664,"Hired to cover up a high-profile crime, a fixer soon finds his night spiralling out of control when he's forced to work with an unexpected counterpart."
Prey,"['Action', 'Thriller', 'Horror']",2024-03-15,86,0,0,Farhad Ahmed Dehlvi,274.593,6.352,264,A young couple is compelled to leave their Christian missionary station in the Kalahari Desert after being threatened with death by an extremist militant gang. After crashing their aircraft they must battle man and beast for their lives.
Tatsulok: Tatlo Magkasalo,"['Drama', 'Romance']",2024-10-11,61,0,0,Jojo Nadela,272.702,6.7,3,"Story about a happily married couple visited by an old friend, who ends up stirring the pot by becoming sexually involved with both the husband and the wife."
Saving Bikini Bottom: The Sandy Cheeks Movie,"['Animation', 'Comedy', 'Adventure', 'Family']",2024-10-18,87,100000000,0,Liza Johnson,269.993,6.769,26,"When Bikini Bottom is scooped from the ocean, scientific squirrel Sandy Cheeks and her pal SpongeBob SquarePants saddle up for Texas to save their town."
To Be Twenty,['Comedy'],1978-07-14,94,0,0,Fernando Di Leo,268.955,5.8,71,"Lia and Tina are two beautiful girls who meet and realize that they have a lot in common. They are both young, beautiful and pissed off, so they decide to hitchhike their way to Rome to find Nazariota's commune, a place to stay for free and have all the sex they want... or so they think. Things don't go as they have planned though, and soon they become involved in prostitution, the police and an aggressive gang."
Joker,"['Crime', 'Thriller', 'Drama']",2019-10-01,122,55000000,1078958629,Charles Zambrano,268.513,8.149,25604,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure."
Do Patti,"['Thriller', 'Mystery', 'Drama', 'Crime']",2024-10-24,127,0,0,Shashanka Chaturvedi,264.73,6.9,19,A puzzling investigation leads a no-nonsense cop down a dark path involving the vicious rivalry between twin sisters and the volatile man they both love.
Carved,"['Horror', 'Comedy']",2024-10-21,94,0,0,Justin Harding,264.192,5.109,32,"On Halloween 1993, 2 years after a deadly nuclear spill, the staff of a historic pioneer village attraction must work together to survive the attack of a monstrous killer pumpkin set on revenge."
